Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,userId,loanId,count,LoanIdFormat
0030K00001MybbJQAR,888422,4872137,0062x00000DJ6rPAAT,0010K00001cx4ntQAA,33,31.0,Home Maintenance & Repairs,8,2050,15.0,Fortnightly,Loan Paid,2019,2021,29.0,1
0030K00001uXEFOQA4,5152763,4725404,0062x00000DGUctAAH,0010K00002438TEQAY,33,29.0,Vehicle Expenses,8,2050,15.286,Fortnightly,Loan Paid,1118,3378,25.0,1
0032800000wBXORAA4,860893,4648869,0062x00000DArcAAAT,0012800001EiVpWAAV,33,30.0,Vehicle Expenses,8,2050,15.0,Fortnightly,Loan Paid,2795,274,27.0,1
0030K00001RSC6IQAX,851408,4580130,0062x00000D9O4QAAV,0010K00001hCaqzQAC,33,29.0,Vehicle Expenses,8,2050,15.571,Fortnightly,Loan Paid,1507,1699,25.0,1
00328000019uswAAAQ,832344,4406872,0062x00000D1igrAAB,0012800001SDU99AAH,33,28.0,Travel Expenses,8,2200,16.0,Fortnightly,Loan Paid,1005,2976,23.0,1
0030K00001XzGdZQAV,848012,4549167,0062x00000D8m0AAAR,0010K00001mgB8mQAE,33,29.0,Relocation Expenses,7,2000,14.0,Fortnightly,Loan Paid,1790,3291,25.0,1
0030K00001RT5mxQAD,997288,5968808,0062x00000EDrMxAAL,0010K00001hDTUkQAO,32,30.0,Medical Expenses,8,2050,15.0,Fortnightly,Loan Paid,116,795,28.0,1
0030K00001qFaHQQA0,5167542,5918576,0062x00000ED5GeAAL,0010K000022k7mmQAA,32,30.0,Travel Expenses,8,2050,14.714,Fortnightly,Loan Paid,2173,2615,28.0,1
0030K00001Yo1TdQAJ,983129,5675716,0062x00000E5h0yAAB,0010K00001oAWG5QAO,32,31.0,Travel Expenses,8,2050,16.286,Fortnightly,Loan Paid,148,791,30.0,1
0032x000002SMZ1AAO,5165940,5607371,0062x00000E4uzlAAB,0012x000003CefdAAC,32,30.0,Life Event Expenses,10,2050,20.143,Fortnightly,Loan Paid,1715,2698,28.0,1
0030K000025UBAtQAO,5165844,5580545,0062x00000E4X1XAAV,0010K00002BRrRJQA1,32,30.0,Furniture or Appliances,8,2050,15.571,Fortnightly,Loan Paid,1385,1592,28.0,1
0030K00001RT5lLQAT,936714,5391202,0062x00000DUowRAAT,0010K00001hDTStQAO,32,29.0,Vehicle Expenses,9,2050,18.143,Fortnightly,Loan Paid,322,2084,26.0,1
0032800001A6SRxAAN,931833,5322778,0062x00000DtXK2AAN,0012800001Sntu9AAB,32,27.0,Life Event Expenses,7,2000,14.0,Fortnightly,Loan Paid,1352,2110,22.0,1
0030K00001qSsC4QAK,5160672,5148309,0062x00000Dr8diAAB,0010K000023NUuTQAW,32,29.0,Home Maintenance & Repairs,7,1500,14.0,Fortnightly,Loan Paid,808,2942,26.0,1
0030K00001m0gkBQAQ,911504,5095674,0062x00000DZUyGAAX,0010K00001zHpvLQAS,32,27.0,Other Expenses,10,2050,20.143,Fortnightly,Loan Paid,1221,3817,22.0,1
0030K00001RT5mxQAD,912322,5102998,0062x00000DZczzAAD,0010K00001hDTUkQAO,32,29.0,Living Expenses,3,2000,6.143,Fortnightly,Loan Paid,116,431,26.0,1
0032800001F6d9FAAR,907507,5055121,0062x00000DYpRnAAL,0012800001YGdcWAAT,32,29.0,Medical Expenses,10,2050,19.0,Fortnightly,Loan Paid,2642,3247,26.0,1
0030K00001arBOsQAM,906876,5052639,0062x00000DYmAKAA1,0010K00001qioBXQAY,32,29.0,Vehicle Expenses,8,2050,16.0,Fortnightly,Loan Paid,934,4536,26.0,1
0030K00001qFaHQQA0,5157001,4923773,0062x00000DWZ5YAAX,0010K000022k7mmQAA,32,29.0,Vehicle Expenses,8,2050,14.857,Fortnightly,Loan Paid,2173,1621,26.0,1
0030K000025UBAtQAO,5154578,4792588,0062x00000DHiRDAA1,0010K00002BRrRJQA1,32,29.0,Travel Expenses,7,2000,14.0,Fortnightly,Loan Paid,1385,1834,26.0,1
0030K000024k1kSQAQ,5154024,4768884,0062x00000DHFDEAA5,0010K00002ARj74QAD,32,28.0,Home Maintenance & Repairs,10,2500,19.286,Fortnightly,Loan Paid,1801,4316,24.0,1
0032800001A6SRxAAN,870941,4725699,0062x00000DGV4sAAH,0012800001Sntu9AAB,32,26.0,Living Expenses,8,2050,16.429,Fortnightly,Loan Paid,1352,4555,20.0,1
0032800000vU8QOAA0,867198,4695792,0062x00000DFxnzAAD,0012800001Eh8vVAAR,32,29.0,Home Maintenance & Repairs,8,2050,16.0,Fortnightly,Loan Paid,1096,640,26.0,1
0030K00001RT5mxQAD,860269,4645931,0062x00000DAnJ5AAL,0010K00001hDTUkQAO,32,28.0,Medical Expenses,8,2050,16.143,Fortnightly,Loan Paid,116,4335,24.0,1
0032800001A6SRxAAN,861040,4649529,0062x00000DAsb0AAD,0012800001Sntu9AAB,32,25.0,Life Event Expenses,7,2000,14.143,Fortnightly,Loan Paid,1352,3289,18.0,1
0030K00001hnpnEQAQ,852809,4592951,0062x00000D9ewNAAR,0010K00001viSZAQA2,32,26.0,Living Expenses,11,2050,22.143,Fortnightly,Loan Paid,115,3268,20.0,1
0030K00001qFaHQQA0,5147037,4456443,0062x00000D6r8RAAR,0010K000022k7mmQAA,32,28.0,Travel Expenses,5,2000,9.143,Fortnightly,Loan Paid,2173,328,24.0,1
0030K00001eFbiJQAS,5149396,4571216,0062x00000D9DU2AAN,0010K000020HuOkQAK,32,30.0,Vehicle Expenses,8,2050,15.714,Fortnightly,Loan Paid,2692,4213,28.0,1
0030K00001qCnQ7QAK,5172984,6758703,0062x00000Eykj2AAB,0010K000022Oyq9QAC,31,29.0,Living Expenses,8,2050,15.143,Fortnightly,Loan Paid,1480,4419,27.0,1
0030K00001LENoqQAH,1036707,6755862,0062x00000EyhUOAAZ,0010K00001bZdUZQA0,31,29.0,Vehicle Expenses,8,2050,14.857,Fortnightly,Loan Paid,34,3113,27.0,1
0030K00001LENoqQAH,1003128,6104028,0062x00000EMQVWAA5,0010K00001bZdUZQA0,31,28.0,Vehicle Expenses,8,2050,15.857,Fortnightly,Loan Paid,34,3703,25.0,1
00328000015T7ZeAAK,1001236,6061033,0062x00000ELn0HAAT,0012800001NDgzdAAD,31,30.0,Vehicle Expenses,8,2050,16.571,Fortnightly,Loan Paid,1788,2065,29.0,1
0030K000024jv2HQAQ,5167935,5967656,0062x00000EDpprAAD,0010K00002ARcV1QAL,31,28.0,Medical Expenses,8,2050,15.857,Fortnightly,Loan Paid,1995,2461,25.0,1
0030K00001pwvW4QAI,5167323,5900375,0062x00000ECnWZAA1,0010K000021XJduQAG,31,29.0,Home Maintenance & Repairs,8,2050,16.0,Fortnightly,Loan Paid,892,902,27.0,1
00328000011NVIxAAO,990507,5856835,0062x00000EC9gtAAD,0012800001I3JujAAF,31,28.0,Home Maintenance & Repairs,8,2050,16.0,Fortnightly,Loan Paid,1889,2274,25.0,1
00328000019usmrAAA,988904,5826224,0062x00000E7WX6AAN,0012800001SDTzuAAH,31,29.0,Travel Expenses,8,2050,15.286,Fortnightly,Loan Paid,705,4062,27.0,1
00328000015T7ZeAAK,986584,5767921,0062x00000E6koRAAR,0012800001NDgzdAAD,31,29.0,Vehicle Expenses,8,2050,15.143,Fortnightly,Loan Paid,1788,2610,27.0,1
0030K00001UkdGtQAJ,986565,5767218,0062x00000E6ko4AAB,0010K00001jOB6cQAG,31,29.0,Travel Expenses,8,2050,15.143,Fortnightly,Loan Paid,1816,2439,27.0,1
0032x000002SIxEAAW,5165927,5605834,0062x00000E4tRlAAJ,0012x000003CbUuAAK,31,29.0,Other Expenses,8,2050,15.143,Fortnightly,Loan Paid,2074,12,27.0,1
0030K00001qCnQ7QAK,5165769,5568909,0062x00000E4PbpAAF,0010K000022Oyq9QAC,31,27.0,Relocation Expenses,8,2050,16.0,Fortnightly,Loan Paid,1480,1869,23.0,1
00328000019urkGAAQ,935391,5377551,0062x00000DUdPrAAL,0012800001SDTIZAA5,31,27.0,Veterinary Expenses,8,2050,16.0,Fortnightly,Loan Paid,2825,2921,23.0,1
003280000128jYeAAI,930502,5299755,0062x00000DtGlzAAF,0012800001IzG8kAAF,31,27.0,Other Expenses,7,2000,13.143,Fortnightly,Loan Paid,1750,1467,23.0,1
0032800001F4ojUAAR,925023,5231082,0062x00000DsIfPAAV,0012800001WbzA6AAJ,31,29.0,Medical Expenses,8,2050,16.143,Fortnightly,Loan Paid,510,1439,27.0,1
00328000016HWUTAA4,923809,5218495,0062x00000Ds4DPAAZ,0012800001OAPYBAA5,31,26.0,Medical Expenses,8,2050,15.429,Fortnightly,Loan Paid,1985,2931,21.0,1
00328000019url1AAA,920930,5189744,0062x00000DrkL9AAJ,0012800001SDTJKAA5,31,29.0,Vehicle Expenses,8,2500,16.0,Fortnightly,Loan Paid,1173,1688,27.0,1
0032x000002S2tSAAS,5161255,5177363,0062x00000DrZrZAAV,0012x000003CLCdAAO,31,29.0,Vehicle Expenses,7,2000,13.429,Fortnightly,Loan Paid,1942,317,27.0,1
00328000015T7ZeAAK,919075,5171257,0062x00000DrUH0AAN,0012800001NDgzdAAD,31,28.0,Travel Expenses,8,2050,15.571,Fortnightly,Loan Paid,1788,1224,25.0,1
003280000128jYKAAY,919058,5171066,0062x00000DrUBYAA3,0012800001IzG8QAAV,31,29.0,Home Maintenance & Repairs,8,2500,15.571,Fortnightly,Loan Paid,2343,1940,27.0,1
0030K00001lPLvUQAW,5160790,5154502,0062x00000DrFbDAAV,0010K00001ypALqQAM,31,29.0,Travel Expenses,8,2050,16.0,Fortnightly,Loan Paid,1710,3391,27.0,1
00328000019ut6gAAA,915697,5139534,0062x00000Dqy5VAAR,0012800001SDUJkAAP,31,28.0,Travel Expenses,8,2050,16.0,Fortnightly,Loan Paid,985,3226,25.0,1
0030K000024jv2HQAQ,5159886,5107601,0062x00000DZgilAAD,0010K00002ARcV1QAL,31,27.0,Medical Expenses,7,1500,12.857,Fortnightly,Loan Paid,1995,126,23.0,1
0030K00001mijQaQAI,906783,5047514,0062x00000DYhp8AAD,0010K00001zW8qsQAC,31,29.0,Furniture or Appliances,10,2100,20.0,Fortnightly,Loan Paid,626,2983,27.0,1
0030K00001pwvW4QAI,5156997,4923545,0062x00000DWZL6AAP,0010K000021XJduQAG,31,28.0,Travel Expenses,8,2050,15.857,Fortnightly,Loan Paid,892,2635,25.0,1
0032800001B2XeXAAV,892459,4906184,0062x00000DWGDDAA5,0012800001TSysQAAT,31,28.0,Medical Expenses,10,2050,19.143,Fortnightly,Loan Paid,1993,1990,25.0,1
00328000011NVIxAAO,890432,4887444,0062x00000DVyc3AAD,0012800001I3JujAAF,31,27.0,Vehicle Expenses,8,2050,15.857,Fortnightly,Loan Paid,1889,1718,23.0,1
00328000019usxoAAA,890059,4883117,0062x00000DJKuzAAH,0012800001SDUAnAAP,31,29.0,Travel Expenses,3,1800,5.857,Fortnightly,Loan Paid,2816,3845,27.0,1
0030K00001qCnQ7QAK,5155933,4871825,0062x00000DJ6Y3AAL,0010K000022Oyq9QAC,31,26.0,Furniture or Appliances,10,2050,20.286,Fortnightly,Loan Paid,1480,4189,21.0,1
00328000019uriaAAA,872502,4738849,0062x00000DGjpdAAD,0012800001SDTGyAAP,31,29.0,Travel Expenses,8,2050,16.0,Fortnightly,Loan Paid,1702,4214,27.0,1
0030K00001sD0fiQAC,5152453,4712290,0062x00000DGGCmAAP,0010K0000241vmeQAA,31,29.0,Travel Expenses,7,1500,13.714,Fortnightly,Loan Paid,1134,2162,27.0,1
00328000019url1AAA,863600,4669171,0062x00000DFS68AAH,0012800001SDTJKAA5,31,28.0,Vehicle Expenses,7,2100,13.571,Fortnightly,Loan Paid,1173,1140,25.0,1
0030K00001pwvW4QAI,5151237,4648470,0062x00000DAr22AAD,0010K000021XJduQAG,31,27.0,Travel Expenses,7,2000,14.0,Fortnightly,Loan Paid,892,3356,23.0,1
0032x000001jGkKAAU,859910,4642283,0062x00000DAih7AAD,0012x000002aNk4AAE,31,27.0,Travel Expenses,10,2050,19.286,Fortnightly,Loan Paid,2776,774,23.0,1
00328000019urkGAAQ,856908,4622411,0062x00000DAHGsAAP,0012800001SDTIZAA5,31,26.0,Other Expenses,8,2050,15.429,Fortnightly,Loan Paid,2825,1133,21.0,1
0032800001F4ojUAAR,855627,4611195,0062x00000DA4RsAAL,0012800001WbzA6AAJ,31,27.0,Medical Expenses,4,2050,7.714,Fortnightly,Loan Paid,510,4112,23.0,1
0030K00001lPLvUQAW,5150084,4600102,0062x00000D9okWAAR,0010K00001ypALqQAM,31,28.0,Travel Expenses,7,2050,14.0,Fortnightly,Loan Paid,1710,2246,25.0,1
00328000019ut6gAAA,852885,4593593,0062x00000D9fo0AAB,0012800001SDUJkAAP,31,27.0,Travel Expenses,8,2050,16.0,Fortnightly,Loan Paid,985,906,23.0,1
0030K000024jv2HQAQ,5146251,4409857,0062x00000D1lf6AAB,0010K00002ARcV1QAL,31,26.0,Medical Expenses,7,1500,14.143,Fortnightly,Loan Paid,1995,302,21.0,1
0030K00001ORQaSQAX,1002725,6095193,0062x00000EMJPeAAP,0010K00001eJlS0QAK,31,29.0,Life Event Expenses,8,2050,16.0,Fortnightly,Loan Paid,238,1846,27.0,1
00328000019ut6gAAA,1001992,6082571,0062x00000EM7dHAAT,0012800001SDUJkAAP,31,29.0,Travel Expenses,8,2050,16.0,Fortnightly,Loan Paid,985,3323,27.0,1
0030K00001LENoqQAH,866539,4689608,0062x00000DFrazAAD,0010K00001bZdUZQA0,31,27.0,Vehicle Expenses,8,2500,16.143,Fortnightly,Loan Paid,34,2749,23.0,1
0030K00001dBNRCQA4,1000628,6047767,0062x00000ELcDxAAL,0010K00001sE1BvQAK,30,27.0,Vehicle Expenses,8,2050,15.714,Fortnightly,Loan Paid,1186,4571,24.0,1
003280000152GfaAAE,996218,5954842,0062x00000EDbtWAAT,0012800001LhEj1AAF,30,28.0,Relocation Expenses,8,2050,14.857,Fortnightly,Loan Paid,133,2851,26.0,1
0032800001GuYucAAF,993667,5911558,0062x00000ECzPQAA1,0012800001Z3sQiAAJ,30,28.0,Travel Expenses,10,2050,18.857,Fortnightly,Loan Paid,1787,1656,26.0,1
0030K00001sBsmLQAS,5166869,5835879,0062x00000E7erYAAR,0010K0000240mJZQAY,30,28.0,Vehicle Expenses,10,2050,19.0,Fortnightly,Loan Paid,1623,1839,26.0,1
00328000019usiGAAQ,981340,5629624,0062x00000E5BiLAAV,0012800001SDTvUAAX,30,28.0,Home Maintenance & Repairs,8,2050,15.857,Fortnightly,Loan Paid,2772,2418,26.0,1
0030K00001cUeuRQAS,947111,5543648,0062x00000E49RdAAJ,0010K00001rk340QAA,30,28.0,Living Expenses,8,2050,16.0,Fortnightly,Loan Paid,1153,3873,26.0,1
0032800001EG7jFAAT,935812,5380382,0062x00000DUgM6AAL,0012800001WDcVMAA1,30,29.0,Furniture or Appliances,8,2050,16.143,Fortnightly,Loan Paid,827,456,28.0,1
00328000019usf2AAA,933295,5338102,0062x00000DthmCAAR,0012800001SDTs6AAH,30,28.0,Other Expenses,8,2050,15.714,Fortnightly,Loan Paid,1619,799,26.0,1
0030K00001RTUXhQAP,932378,5323520,0062x00000DtYCJAA3,0010K00001hDoFLQA0,30,26.0,Furniture or Appliances,7,2000,13.857,Fortnightly,Loan Paid,1162,4554,22.0,1
00328000015T7ZfAAK,928615,5269180,0062x00000Dsq1VAAR,0012800001NDgzeAAD,30,28.0,Travel Expenses,8,2500,16.571,Fortnightly,Loan Paid,803,1245,26.0,1
0032800001Draj5AAB,928468,5268252,0062x00000DspFlAAJ,0012800001VoX50AAF,30,27.0,Medical Expenses,8,2050,15.571,Fortnightly,Loan Paid,2834,3632,24.0,1
0030K00001bqGOAQA2,918937,5166932,0062x00000DrQniAAF,0010K00001rIKCCQA4,30,28.0,Vehicle Expenses,8,2050,15.571,Fortnightly,Loan Paid,1200,4027,26.0,1
003280000128jaNAAQ,919143,5171752,0062x00000DrVEhAAN,0012800001IzGAOAA3,30,27.0,Travel Expenses,8,2450,14.714,Fortnightly,Loan Paid,771,3397,24.0,1
0030K000022vhn2QAA,5160456,5138891,0062x00000DqxCsAAJ,0010K0000282rlZQAQ,30,27.0,Travel Expenses,7,1500,14.143,Fortnightly,Loan Paid,762,1198,24.0,1
0030K00001dBNRCQA4,914296,5122762,0062x00000DZtUWAA1,0010K00001sE1BvQAK,30,27.0,Veterinary Expenses,8,2050,15.571,Fortnightly,Loan Paid,1186,1152,24.0,1
0030K00001sBsmLQAS,5158489,5008532,0062x00000DY1WaAAL,0010K0000240mJZQAY,30,27.0,Vehicle Expenses,7,1500,13.857,Fortnightly,Loan Paid,1623,3320,24.0,1
00328000015T7dmAAC,902797,5009382,0062x00000DY2mZAAT,0012800001NDh3sAAD,30,28.0,Vehicle Expenses,8,2050,15.0,Fortnightly,Loan Paid,245,1193,26.0,1
0032x000001jFVtAAM,5158363,5001018,0062x00000DXtMoAAL,0012x000002aMawAAE,30,28.0,Travel Expenses,4,2000,8.0,Fortnightly,Loan Paid,2675,2644,26.0,1
0030K00001hI5fLQAS,902406,5004560,0062x00000DXyajAAD,0010K00001vH9Z2QAK,30,25.0,Child Expenses,8,2500,16.143,Fortnightly,Loan Paid,1078,1103,20.0,1
00328000015T7ZfAAK,896351,4944372,0062x00000DWv1yAAD,0012800001NDgzeAAD,30,27.0,Furniture or Appliances,3,2000,5.286,Fortnightly,Loan Paid,803,2806,24.0,1
00328000011Nj2sAAC,894456,4925171,0062x00000DWbJ6AAL,0012800001I3WeOAAV,30,28.0,Vehicle Expenses,10,2050,19.857,Fortnightly,Loan Paid,2733,1370,26.0,1
00328000019usiGAAQ,890046,4883005,0062x00000DJKmbAAH,0012800001SDTvUAAX,30,27.0,Travel Expenses,5,1800,8.857,Fortnightly,Loan Paid,2772,2430,24.0,1
0030K00001Xx0WzQAJ,889176,4876656,0062x00000DJDO3AAP,0010K00001mEp6LQAS,30,27.0,Vehicle Expenses,8,2050,16.0,Fortnightly,Loan Paid,2036,3851,24.0,1
0030K00001Yk9VFQAZ,887149,4861097,0062x00000DItbYAAT,0010K00001mgsWVQAY,30,27.0,Child Expenses,8,2050,16.429,Fortnightly,Loan Paid,1894,2799,24.0,1
0032800001GtqwAAAR,878804,4788311,0062x00000DHd7SAAT,0012800001YIjrHAAT,30,27.0,Other Expenses,8,2100,15.857,Fortnightly,Loan Paid,676,3890,24.0,1
0032x000002SJVzAAO,878548,4784823,0062x00000DHZ5cAAH,0012x000003CbxmAAC,30,23.0,Life Event Expenses,6,1500,11.0,Fortnightly,Loan Paid,1802,4017,16.0,1
0032x000002bzrMAAQ,5153340,4740243,0062x00000DGl8RAAT,0012x000003DoJRAA0,30,28.0,Child Expenses,10,2050,19.143,Fortnightly,Loan Paid,2695,4078,26.0,1
0030K00001RTUXhQAP,873505,4745901,0062x00000DGq38AAD,0010K00001hDoFLQA0,30,24.0,Home Maintenance & Repairs,7,1500,13.857,Fortnightly,Loan Paid,1162,853,18.0,1
0030K00001RSjQbQAL,872995,4741119,0062x00000DGlrWAAT,0010K00001hD6ZsQAK,30,27.0,Vehicle Expenses,8,2050,15.143,Fortnightly,Loan Paid,2718,411,24.0,1
0032800001KleG6AAJ,873156,4741961,0062x00000DGmXJAA1,0012800001b2zUpAAI,30,26.0,Travel Expenses,9,2050,17.143,Fortnightly,Loan Paid,1771,4092,22.0,1
003280000152GfaAAE,867953,4701521,0062x00000DG4K2AAL,0012800001LhEj1AAF,30,24.0,Home Maintenance & Repairs,10,2050,22.714,Fortnightly,Loan Paid,133,4297,18.0,1
0030K00001nY2hvQAC,5151870,4688986,0062x00000DFqnBAAT,0010K000021DNiXQAW,30,27.0,Vehicle Expenses,10,2050,20.143,Fortnightly,Loan Paid,303,3908,24.0,1
00328000019ut1nAAA,861346,4652698,0062x00000DAwrOAAT,0012800001SDUEhAAP,30,27.0,Veterinary Expenses,7,1400,14.0,Fortnightly,Loan Paid,2713,495,24.0,1
0030K00001qEYvYQAW,5151207,4647256,0062x00000DApE8AAL,0010K000022jOCAQA2,30,28.0,Home Maintenance & Repairs,7,2000,14.0,Fortnightly,Loan Paid,555,1889,26.0,1
00328000015T7ZfAAK,845031,4518255,0062x00000D8B4QAAV,0012800001NDgzeAAD,30,26.0,Furniture or Appliances,8,2050,14.857,Fortnightly,Loan Paid,803,1692,22.0,1
0032x000003RtqyAAC,5147139,4462235,0062x00000D6ymOAAR,0012x000004VCCLAA4,30,28.0,Medical Expenses,7,1500,14.0,Fortnightly,Loan Paid,1999,3422,26.0,1
0032x000001jFVtAAM,5147173,4458932,0062x00000D6v1tAAB,0012x000002aMawAAE,30,27.0,Vehicle Expenses,8,2050,16.0,Fortnightly,Loan Paid,2675,4024,24.0,1
0030K00001hI5fLQAS,848986,4553743,0062x00000D8rvkAAB,0010K00001vH9Z2QAK,30,23.0,Child Expenses,8,2050,16.0,Fortnightly,Loan Paid,1078,2067,16.0,1
0032800001KBjAVAA1,1068212,7395202,0062x00000FKUYyAAP,0012800001b1NIZAA2,29,28.0,Furniture or Appliances,8,2050,15.571,Fortnightly,Loan Paid,2828,3756,27.0,1
00328000011O1l4AAC,1007159,6182540,0062x00000ENYyJAAX,0012800001I3w2jAAB,29,27.0,Living Expenses,8,2050,15.857,Fortnightly,Loan Paid,552,4384,25.0,1
0030K00001N1JYnQAN,995702,5947862,0062x00000EDUdvAAH,0010K00001dOlc2QAC,29,27.0,Medical Expenses,8,2050,16.0,Fortnightly,Loan Paid,640,3990,25.0,1
0032800001KBjAVAA1,994076,5918759,0062x00000ED5PlAAL,0012800001b1NIZAA2,29,27.0,Travel Expenses,8,2050,15.857,Fortnightly,Loan Paid,2828,3527,25.0,1
0030K00001T67GCQAZ,992218,5892355,0062x00000ECfVbAAL,0010K00001iJADIQA4,29,25.0,Life Event Expenses,8,2050,16.143,Fortnightly,Loan Paid,829,2984,21.0,1
0030K00001vIv7nQAC,5167251,5891453,0062x00000ECeYKAA1,0010K000026MZ1jQAG,29,27.0,Furniture or Appliances,8,2050,15.0,Fortnightly,Loan Paid,2783,3835,25.0,1
0032800001EVcG7AAL,989227,5835051,0062x00000E7dbkAAB,0012800001WKAmtAAH,29,27.0,Travel Expenses,8,2050,15.143,Fortnightly,Loan Paid,669,901,25.0,1
00328000019uriMAAQ,987986,5802444,0062x00000E7Bt8AAF,0012800001SDTGkAAP,29,28.0,Medical Expenses,8,2050,14.714,Fortnightly,Loan Paid,1558,2462,27.0,1
0030K00001py0K8QAI,984108,5698318,0062x00000E5zYtAAJ,0010K000022MmGNQA0,29,26.0,Vehicle Expenses,8,2050,15.857,Fortnightly,Loan Paid,1357,2421,23.0,1
0030K000027G79MQAS,5166303,5686832,0062x00000E5qk2AAB,0010K00002CPhopQAD,29,26.0,Other Expenses,8,2500,16.0,Fortnightly,Loan Paid,1258,1685,23.0,1
0030K00001UItHdQAL,981614,5630985,0062x00000E5DOGAA3,0010K00001jLj0MQAS,29,28.0,Travel Expenses,8,2050,15.857,Fortnightly,Loan Paid,507,1636,27.0,1
003280000128jY0AAI,981054,5626530,0062x00000E58L3AAJ,0012800001IzG86AAF,29,27.0,Vehicle Expenses,8,2050,15.857,Fortnightly,Loan Paid,802,4018,25.0,1
0030K00001rO9QwQAK,5165708,5561413,0062x00000E4M4kAAF,0010K000023PmXlQAK,29,27.0,Life Event Expenses,8,2050,15.857,Fortnightly,Loan Paid,2435,1151,25.0,1
0032x000001jYvJAAU,5165584,5545594,0062x00000E4BLlAAN,0012x000002agH3AAI,29,28.0,Travel Expenses,10,2050,19.0,Fortnightly,Loan Paid,607,1762,27.0,1
0030K00001eG7fCQAS,933046,5337382,0062x00000DtglrAAB,0010K00001st1YaQAI,29,24.0,Home Maintenance & Repairs,7,2000,12.857,Fortnightly,Loan Paid,147,1005,19.0,1
00328000019usviAAA,928878,5272662,0062x00000Dsu0ZAAR,0012800001SDU8hAAH,29,25.0,Vehicle Expenses,7,2000,13.429,Fortnightly,Loan Paid,1079,3162,21.0,1
0030K000025TyG3QAK,5162554,5273982,0062x00000Dsvs3AAB,0010K00002BRbNuQAL,29,26.0,Living Expenses,7,2000,13.429,Fortnightly,Loan Paid,2521,835,23.0,1
00328000019usxiAAA,926836,5252006,0062x00000DsbyBAAR,0012800001SDUAhAAP,29,25.0,Vehicle Expenses,9,2050,19.857,Fortnightly,Loan Paid,1727,4478,21.0,1
0032800001B0ujUAAR,926121,5245018,0062x00000DsVkIAAV,0012800001TRPTMAA5,29,26.0,Furniture or Appliances,8,2050,16.0,Fortnightly,Loan Paid,1484,4005,23.0,1
0030K000024UTjPQAW,5162099,5243483,0062x00000DsTfpAAF,0010K000029JZL8QAO,29,26.0,Medical Expenses,7,2000,13.286,Fortnightly,Loan Paid,619,4243,23.0,1
0030K00001nVWiLQAW,926451,5246640,0062x00000DsY1HAAV,0010K000020IlIIQA0,29,27.0,Veterinary Expenses,10,2050,20.143,Fortnightly,Loan Paid,1859,2472,25.0,1
00328000019urazAAA,917138,5152129,0062x00000DrD1aAAF,0012800001SDT9FAAX,29,26.0,Furniture or Appliances,8,2300,15.857,Fortnightly,Loan Paid,2263,3889,23.0,1
00328000016mCm0AAE,912496,5105482,0062x00000DZersAAD,0012800001OiGGMAA3,29,24.0,Medical Expenses,8,2050,15.857,Fortnightly,Loan Paid,224,2778,19.0,1
0030K00001eG7fCQAS,904670,5028076,0062x00000DYJslAAH,0010K00001st1YaQAI,29,22.0,Medical Expenses,8,2050,14.714,Fortnightly,Loan Paid,147,1541,15.0,1
00328000011O1l4AAC,904485,5026125,0062x00000DYJisAAH,0012800001I3w2jAAB,29,26.0,Child Expenses,8,2050,15.571,Fortnightly,Loan Paid,552,1082,23.0,1
00328000019usuoAAA,904118,5022858,0062x00000DYH5dAAH,0012800001SDU7nAAH,29,27.0,Home Maintenance & Repairs,8,2050,15.714,Fortnightly,Loan Paid,172,1397,25.0,1
00328000019ut4mAAA,903575,5015388,0062x00000DY9GTAA1,0012800001SDUHqAAP,29,27.0,Vehicle Expenses,10,2050,20.0,Fortnightly,Loan Paid,2150,2814,25.0,1
0032800001KBjAVAA1,898755,4968459,0062x00000DXMBEAA5,0012800001b1NIZAA2,29,26.0,Home Maintenance & Repairs,5,1500,9.0,Fortnightly,Loan Paid,2828,4497,23.0,1
0030K00001gF0uSQAS,894107,4920861,0062x00000DWWqVAAX,0010K00001uIhhCQAS,29,27.0,Medical Expenses,9,2050,18.0,Fortnightly,Loan Paid,1565,2415,25.0,1
0030K00001eG7fCQAS,891157,4893783,0062x00000DW3UTAA1,0010K00001st1YaQAI,29,20.0,Home Maintenance & Repairs,10,2050,19.714,Fortnightly,Loan Paid,147,2166,11.0,1
0030K00001fom5OQAQ,888536,4871743,0062x00000DJ5rbAAD,0010K00001u1AqQQAU,29,26.0,Home Maintenance & Repairs,10,2050,20.143,Fortnightly,Loan Paid,261,2650,23.0,1
0030K00001M6ba3QAB,887431,4863040,0062x00000DIwdbAAD,0010K00001c9UcbQAE,29,27.0,Medical Expenses,8,2500,15.143,Fortnightly,Loan Paid,1926,2298,25.0,1
0030K000027G79MQAS,5155834,4868049,0062x00000DJ2sNAAT,0010K00002CPhopQAD,29,25.0,Other Expenses,8,2050,16.143,Fortnightly,Loan Paid,1258,3491,21.0,1
0030K00001UItHdQAL,886015,4849505,0062x00000DIgF0AAL,0010K00001jLj0MQAS,29,27.0,Living Expenses,8,2050,15.571,Fortnightly,Loan Paid,507,551,25.0,1
