,Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,Ratings
152,0032x00000Wj2HXAAZ,844889,4514774,0062x00000D86H5AAJ,0012x00000gAINNAA4,4,0.0,Home Maintenance & Repairs,6,1200,5.857,Weekly,Loan Paid,0.0
153,0032x00000Wj2DpAAJ,844789,4514664,0062x00000D8688AAB,0012x00000gAIKpAAO,4,0.0,Other,16,1200,15.857,Weekly,Loan Paid,0.0
154,0032x00000Wj2CrAAJ,844548,4514641,0062x00000D866HAAR,0012x00000gAIK1AAO,5,0.0,Living Expenses,6,1200,5.857,Weekly,Loan Paid,0.0
155,0032x00000Wj21KAAR,844668,4514361,0062x00000D85ioAAB,0012x00000gAIBNAA4,4,0.0,Education - Course Fees,6,200,5.857,Weekly,Loan Paid,0.0
156,0032x00000Wj1sVAAR,844485,4514421,0062x00000D85nfAAB,0012x00000gAI48AAG,4,0.0,Child / Dependent Related Expenses,6,500,5.857,Weekly,Loan Paid,0.0
157,0032x00000Wj1qtAAB,844464,4514167,0062x00000D85GCAAZ,0012x00000gAI2JAAW,4,0.0,Vehicle Expenses,6,500,5.857,Weekly,Loan Paid,0.0
158,0032x00000Wj1ojAAB,844471,4514166,0062x00000D85S2AAJ,0012x00000gAI0dAAG,4,0.0,Home Maintenance & Repairs,6,500,5.857,Weekly,Loan Paid,0.0
159,0032x00000Wj1eEAAR,844553,4513842,0062x00000D84wpAAB,0012x00000gAHreAAG,6,0.0,Other,6,1200,5.857,Weekly,Loan Paid,0.0
160,0032x00000Wj1MGAAZ,844418,4513276,0062x00000D84EaAAJ,0012x00000gAHc0AAG,5,0.0,Vehicle - Repairs,3,1200,5.714,Fortnightly,Loan Paid,0.0
161,0032x00000Wj1AjAAJ,5148182,4512855,0062x00000D83qHAAR,0012x00000gAHRlAAO,4,0.0,Travel Expenses,3,300,4.857,Fortnightly,Loan Paid,0.0
162,0032x00000WizxHAAR,844243,4510432,0062x00000D81KMAAZ,0012x00000gAGFEAA4,6,0.0,Living Expenses,3,1200,5.857,Fortnightly,Loan Paid,0.0
163,0032x00000WizEWAAZ,5148140,4509427,0062x00000D7zhQAAR,0012x00000gAFPDAA4,4,0.0,Medical Expenses,6,300,5.714,Weekly,Loan Paid,0.0
164,0032x00000WizCuAAJ,844788,4509392,0062x00000D7zbmAAB,0012x00000gAFNqAAO,5,0.0,Travel Expenses,3,200,5.0,Fortnightly,Loan Paid,0.0
165,0032x00000WizCVAAZ,844092,4509387,0062x00000D7zb3AAB,0012x00000gAFN7AAO,5,0.0,Living Expenses,6,650,5.857,Weekly,Loan Paid,0.0
166,0032x00000Wiz4xAAB,849585,4561071,0062x00000D91PUAAZ,0012x00000gAFHOAA4,4,0.0,Furniture or Appliances,3,1200,6.0,Fortnightly,Loan Paid,0.0
167,0032x00000WiyzAAAR,844559,4509150,0062x00000D7zBtAAJ,0012x00000gAFCdAAO,4,0.0,Vehicle Expenses,3,500,6.0,Fortnightly,Loan Paid,0.0
168,0032x00000WiytGAAR,844773,4508985,0062x00000D7ywFAAR,0012x00000gAF6VAAW,6,0.0,Event - Holiday - Accommodation,3,700,6.0,Fortnightly,Loan Paid,0.0
169,0032x00000WiyeOAAR,5148101,4508687,0062x00000D7yStAAJ,0012x00000gAEtuAAG,5,0.0,Vehicle Expenses,6,200,6.143,Weekly,Loan Paid,0.0
170,0032x00000WiyX8AAJ,843863,4508507,0062x00000D7yDeAAJ,0012x00000gAEmwAAG,4,0.0,Purchase - Electrical Purchase - Computer/TV,2,500,7.857,Monthly,Loan Paid,0.0
171,0032x00000WiyRFAAZ,843834,4508353,0062x00000D7y0pAAB,0012x00000gAEhZAAW,4,0.0,Education - School Fees,3,800,6.0,Fortnightly,Loan Paid,0.0
172,0032x00000WiyLWAAZ,843824,4508220,0062x00000D7xiXAAR,0012x00000gAEbaAAG,4,0.0,Purchase - Present,6,600,6.286,Weekly,Loan Paid,0.0
173,0032x00000WiyHZAAZ,843789,4508123,0062x00000D7xgLAAR,0012x00000gAEY8AAO,6,0.0,Education - School Fees,6,650,6.0,Weekly,Loan Paid,0.0
174,0032x00000WiyGvAAJ,843858,4508117,0062x00000D7xfcAAB,0012x00000gAEXSAA4,4,0.0,Vehicle - Service,6,600,5.857,Weekly,Loan Paid,0.0
175,0032x00000WiyA4AAJ,843803,4507985,0062x00000D7xUUAAZ,0012x00000gAERJAA4,6,0.0,Other,6,1200,6.143,Weekly,Loan Paid,0.0
176,0032x00000Wiy91AAB,843808,4507978,0062x00000D7xTqAAJ,0012x00000gAEQpAAO,4,0.0,Medical - Dental,3,200,6.0,Fortnightly,Loan Paid,0.0
177,0032x00000WixhxAAB,843852,4507363,0062x00000D7wYLAAZ,0012x00000gAE2dAAG,4,0.0,Once off purchase,6,500,6.0,Weekly,Loan Paid,0.0
178,0032x00000WixdHAAR,846626,4534913,0062x00000D8TgNAAV,0012x00000gADzVAAW,4,0.0,Vehicle Expenses,6,1200,5.714,Weekly,Loan Paid,0.0
179,0032x00000Wix7mAAB,5147963,4506705,0062x00000D7vYoAAJ,0012x00000gADQQAA4,5,0.0,Vehicle Expenses,3,400,5.857,Fortnightly,Loan Paid,0.0
180,0032x00000Wix7NAAR,5147965,4506680,0062x00000D7vWsAAJ,0012x00000gADQ6AAO,4,0.0,Living Expenses,3,500,5.143,Fortnightly,Loan Paid,0.0
181,0032x00000WiwRuAAJ,5147970,4505425,0062x00000D7u2AAAR,0012x00000gACruAAG,5,0.0,Child Expenses,3,500,5.0,Fortnightly,Loan Paid,0.0
182,0032x00000Wiw1XAAR,5147961,4504466,0062x00000D7t6kAAB,0012x00000gACQqAAO,4,0.0,Life Event Expenses,3,200,5.0,Fortnightly,Loan Paid,0.0
183,0032x00000WivEmAAJ,843489,4503204,0062x00000D7rXoAAJ,0012x00000gABdPAAW,4,0.0,Travel Expenses,3,250,5.286,Fortnightly,Loan Paid,0.0
184,0032x00000WivEIAAZ,843433,4503172,0062x00000D7rVnAAJ,0012x00000gABcvAAG,7,0.0,Vehicle Expenses,3,500,5.143,Fortnightly,Loan Paid,0.0
185,0032x00000Wiv9SAAR,843290,4503028,0062x00000D7rLYAAZ,0012x00000gABYAAA4,4,0.0,Medical Expenses,6,500,6.286,Weekly,Loan Paid,0.0
186,0032x00000Wiv0jAAB,843328,4502724,0062x00000D7qwiAAB,0012x00000gABPeAAO,4,0.0,Other Expenses,2,700,8.0,Monthly,Loan Paid,0.0
187,0032x00000WiuzTAAR,843236,4502707,0062x00000D7qvGAAR,0012x00000gABOtAAO,4,0.0,Other Expenses,3,1200,5.143,Fortnightly,Loan Paid,0.0
188,0032x00000WiuehAAB,844809,4502225,0062x00000D7q7zAAB,0012x00000gAAxMAAW,4,0.0,Short Term Loan,6,500,6.143,Weekly,Loan Paid,0.0
189,0032x00000WiuIFAAZ,843084,4501910,0062x00000D7pZdAAJ,0012x00000gAAjDAAW,4,0.0,Living Expenses,6,500,6.0,Weekly,Loan Paid,0.0
190,0032x00000WiuFLAAZ,843165,4501840,0062x00000D7pSwAAJ,0012x00000gAAgcAAG,5,0.0,Living Expenses,6,700,6.286,Weekly,Loan Paid,0.0
191,0032x00000Wiu8oAAB,843171,4501692,0062x00000D7pEfAAJ,0012x00000gAAbTAAW,4,0.0,Purchase - White Good/s,6,700,6.143,Weekly,Loan Paid,0.0
192,0032x00000WioIVAAZ,843006,4501505,0062x00000D7ox5AAB,0012x00000gAAUCAA4,4,0.0,Life Event Expenses,3,500,5.857,Fortnightly,Loan Paid,0.0
193,0032x00000WioGPAAZ,5147894,4501458,0062x00000D7ot8AAB,0012x00000gAAShAAO,4,0.0,Furniture or Appliances,2,300,6.0,Monthly,Loan Paid,0.0
194,0032x00000Wii4iAAB,5147832,4500801,0062x00000D7nz5AAB,0012x00000gAA1MAAW,6,0.0,Living Expenses,3,200,6.143,Fortnightly,Loan Paid,0.0
195,0032x00000WJVYJAA5,5147826,4500417,0062x00000D7nPgAAJ,0012x00000gA9jNAAS,4,0.0,Living Expenses,3,200,6.143,Fortnightly,Loan Paid,0.0
196,0032x00000WJVVoAAP,5147982,4500348,0062x00000D7nKqAAJ,0012x00000gA9h3AAC,5,0.0,Living Expenses,6,300,6.143,Weekly,Loan Paid,0.0
197,0032x00000WJVQOAA5,5147813,4500212,0062x00000D7n8pAAB,0012x00000gA9ccAAC,6,0.0,Living Expenses,3,200,5.286,Fortnightly,Loan Paid,0.0
198,0032x00000WJVJrAAP,5147837,4500071,0062x00000D7mvlAAB,0012x00000gA9WdAAK,4,0.0,Other Expenses,3,300,5.143,Fortnightly,Loan Paid,0.0
199,0032x00000WJVJrAAP,5149094,4560214,0062x00000D90RKAAZ,0012x00000gA9WdAAK,4,1.0,Vehicle Expenses,3,300,5.857,Fortnightly,Loan Paid,0.25
200,0032x00000WJVBDAA5,842777,4499879,0062x00000D7mfxAAB,0012x00000gA9OOAA0,6,0.0,Pay Off Credit Card,3,700,6.143,Fortnightly,Loan Paid,0.0
201,0032x00000WJV47AAH,842894,4499791,0062x00000D7mYSAAZ,0012x00000gA9HSAA0,5,0.0,Vehicle Expenses,3,500,5.286,Fortnightly,Loan Paid,0.0
202,0032x00000WJV1IAAX,848825,4555981,0062x00000D8ustAAB,0012x00000gA9EUAA0,4,0.0,Home Maintenance & Repairs,3,200,5.857,Fortnightly,Loan Paid,0.0
203,0032x00000WJUmrAAH,842774,4499335,0062x00000D7ltFAAR,0012x00000gA91fAAC,5,0.0,Home Maintenance & Repairs,3,1200,4.857,Fortnightly,Loan Paid,0.0
204,0032x00000WJUlUAAX,842655,4499293,0062x00000D7lpDAAR,0012x00000gA90mAAC,4,0.0,Event - Holiday - Air fares,6,1200,6.143,Weekly,Loan Paid,0.0
205,0032x00000WJU7yAAH,842513,4498202,0062x00000D7ka2AAB,0012x00000gA8S7AAK,4,0.0,Living Expenses,3,500,5.857,Fortnightly,Loan Paid,0.0
206,0032x00000WJTYEAA5,844588,4496755,0062x00000D7j9tAAB,0012x00000gA7qlAAC,6,0.0,Home Improvements,3,350,5.286,Fortnightly,Loan Paid,0.0
207,0032x00000WJSn5AAH,842481,4495566,0062x00000D7hezAAB,0012x00000gA75DAAS,4,0.0,Purchase - Furniture,6,500,6.286,Weekly,Loan Paid,0.0
208,0032x00000WJRioAAH,842623,4494330,0062x00000D7fTkAAJ,0012x00000gA5wKAAS,4,0.0,Travel Expenses,3,500,5.143,Fortnightly,Loan Paid,0.0
209,0032x00000WJRhlAAH,5147696,4494318,0062x00000D7fSSAAZ,0012x00000gA5vgAAC,4,0.0,Living Expenses,3,200,5.286,Fortnightly,Loan Paid,0.0
210,0032x00000WJRYyAAP,842767,4494201,0062x00000D7fFYAAZ,0012x00000gA5oAAAS,6,0.0,Travel Expenses,8,500,16.286,Fortnightly,Loan Paid,0.0
211,0032x00000WJRNEAA5,842315,4493983,0062x00000D7eupAAB,0012x00000gA5dNAAS,4,0.0,Living Expenses,6,800,6.286,Weekly,Loan Paid,0.0
212,0032x00000WJRKKAA5,842375,4493929,0062x00000D7enaAAB,0012x00000gA5adAAC,7,0.0,Living Expenses,6,500,6.286,Weekly,Loan Paid,0.0
213,0032x00000WJR34AAH,842219,4493620,0062x00000D7eM4AAJ,0012x00000gA5KOAA0,4,0.0,Living Expenses,3,200,6.286,Fortnightly,Loan Paid,0.0
214,0032x00000WJQvbAAH,842203,4493511,0062x00000D7eBuAAJ,0012x00000gA5DtAAK,4,0.0,Short Term Loan,6,800,6.286,Weekly,Loan Paid,0.0
215,0032x00000WJQmnAAH,842136,4493333,0062x00000D7dt7AAB,0012x00000gA56SAAS,5,0.0,Other Expenses,6,1000,6.429,Weekly,Loan Paid,0.0
216,0032x00000WJQl1AAH,842140,4493296,0062x00000D7dpjAAB,0012x00000gA54PAAS,4,0.0,Living Expenses,3,200,6.286,Fortnightly,Loan Paid,0.0
217,0032x00000WJPuuAAH,841991,4492158,0062x00000D7c98AAB,0012x00000gA4JlAAK,4,0.0,Other,3,500,6.286,Fortnightly,Loan Paid,0.0
218,0032x00000WJPuuAAH,851367,4580244,0062x00000D9OM4AAN,0012x00000gA4JlAAK,4,1.0,Vehicle Expenses,9,2050,18.429,Fortnightly,Loan Paid,0.25
219,0032x00000WJORKAA5,5147612,4489237,0062x00000D7Z4UAAV,0012x00000gA2q0AAC,4,0.0,Living Expenses,3,200,6.429,Fortnightly,Loan Paid,0.0
220,0032x00000WJOR0AAP,842441,4489235,0062x00000D7Z4KAAV,0012x00000gA2plAAC,4,0.0,Home Maintenance & Repairs,3,1200,6.143,Fortnightly,Loan Paid,0.0
221,0032x00000WJO3TAAX,841845,4488680,0062x00000D7Y0pAAF,0012x00000gA2RRAA0,5,0.0,Other,6,500,6.571,Weekly,Loan Paid,0.0
222,0032x00000WJNCUAA5,841693,4487724,0062x00000D7WKYAA3,0012x00000gA1T7AAK,5,0.0,Vehicle Expenses,3,500,5.143,Fortnightly,Loan Paid,0.0
223,0032x00000WJNCUAA5,847368,4542813,0062x00000D8e1eAAB,0012x00000gA1T7AAK,5,1.0,Life Event Expenses,7,700,14.0,Fortnightly,Loan Paid,0.2
224,0032x00000WJMzWAAX,841636,4487483,0062x00000D7VxUAAV,0012x00000gA1INAA0,5,0.0,Medical - Dental,6,800,6.286,Weekly,Loan Paid,0.0
225,0032x00000WJMa7AAH,841662,4487048,0062x00000D7VMYAA3,0012x00000gA0rMAAS,4,0.0,Home Maintenance & Repairs,2,500,8.286,Monthly,Loan Paid,0.0
226,0032x00000WJMMpAAP,841533,4486718,0062x00000D7UtgAAF,0012x00000gA0ecAAC,5,0.0,Living Expenses,6,1200,6.286,Weekly,Loan Paid,0.0
227,0032x00000WJMD9AAP,841526,4486528,0062x00000D7Ub3AAF,0012x00000gA0UPAA0,4,0.0,Vehicle Expenses,3,200,5.286,Fortnightly,Loan Paid,0.0
228,0032x00000WJM13AAH,841518,4486266,0062x00000D7UAWAA3,0012x00000gA0JqAAK,4,0.0,Travel Expenses,6,600,6.286,Weekly,Loan Paid,0.0
229,0032x00000WJLnFAAX,841491,4486021,0062x00000D7TlWAAV,0012x00000gA07PAAS,5,0.0,Living Expenses,6,500,6.571,Weekly,Loan Paid,0.0
230,0032x00000WJLA6AAP,841298,4485241,0062x00000D7Sk8AAF,0012x00000g9zkLAAQ,5,0.0,Other,3,300,6.429,Fortnightly,Loan Paid,0.0
231,0032x00000WJL9iAAH,841385,4485413,0062x00000D7SXuAAN,0012x00000g9zjxAAA,6,0.0,Vehicle Expenses,6,500,6.571,Weekly,Loan Paid,0.0
232,0032x00000WJL3UAAX,841287,4485055,0062x00000D7SX4AAN,0012x00000g9zewAAA,7,0.0,Living Expenses,3,700,6.429,Fortnightly,Loan Paid,0.0
233,0032x00000WJJezAAH,841729,4488016,0062x00000D7WlZAAV,0012x00000g9yE7AAI,4,0.0,Payday loan,3,150,5.429,Fortnightly,Loan Paid,0.0
234,0032x00000WJJVRAA5,841158,4482874,0062x00000D7PYNAA3,0012x00000g9y53AAA,4,0.0,Living Expenses,6,500,6.429,Weekly,Loan Paid,0.0
235,0032x00000WJJ0CAAX,847338,4542624,0062x00000D8dfsAAB,0012x00000g9xbXAAQ,4,0.0,Vehicle Expenses,6,200,6.429,Weekly,Loan Paid,0.0
236,0032x00000WJIzsAAH,841040,4481925,0062x00000D7ON9AAN,0012x00000g9xbDAAQ,4,0.0,"Education, family, medical",6,700,6.571,Weekly,Loan Paid,0.0
237,0032x00000WJIyuAAH,840983,4481897,0062x00000D7OOpAAN,0012x00000g9xaKAAQ,4,0.0,Living Expenses,3,500,5.714,Fortnightly,Loan Paid,0.0
238,0032x00000WJIx8AAH,840968,4481840,0062x00000D7OLbAAN,0012x00000g9xYnAAI,4,0.0,Bond/moving costs,5,1200,9.429,Fortnightly,Loan Paid,0.0
239,0032x00000WJHlpAAH,840825,4479344,0062x00000D7LaJAAV,0012x00000g9wK4AAI,5,0.0,Vehicle Expenses,3,600,6.571,Fortnightly,Loan Paid,0.0
240,0032x00000WJHZeAAP,840793,4479187,0062x00000D7LIBAA3,0012x00000g9w6xAAA,8,0.0,Dental,6,800,6.429,Weekly,Loan Paid,0.0
241,0032x00000WJGq9AAH,840998,4478332,0062x00000D7Jz3AAF,0012x00000g9v5IAAQ,4,0.0,Medical Expenses,3,500,5.714,Fortnightly,Loan Paid,0.0
242,0032x00000WJGmCAAX,840685,4478234,0062x00000D7K1NAAV,0012x00000g9v1LAAQ,5,0.0,Vehicle Expenses,3,500,6.429,Fortnightly,Loan Paid,0.0
243,0032x00000WJGhbAAH,840602,4478116,0062x00000D7JsLAAV,0012x00000g9uwzAAA,4,0.0,Living Expenses,3,200,4.714,Fortnightly,Loan Paid,0.0
244,0032x00000WJGcyAAH,840591,4478008,0062x00000D7JkMAAV,0012x00000g9ut5AAA,4,0.0,Relocation Expenses,6,500,5.714,Weekly,Loan Paid,0.0
245,0032x00000WJGFxAAP,848704,4555483,0062x00000D8u87AAB,0012x00000g9uXnAAI,4,0.0,Other,3,200,5.286,Fortnightly,Loan Paid,0.0
246,0032x00000WJFbxAAH,840232,4476033,0062x00000D7HbNAAV,0012x00000g9txYAAQ,4,0.0,Short Term Loan,3,700,5.714,Fortnightly,Loan Paid,0.0
247,0032x00000WJFaQAAX,840640,4475978,0062x00000D7HYOAA3,0012x00000g9twBAAQ,5,0.0,Medical - Dental,6,500,6.571,Weekly,Loan Paid,0.0
248,0032x00000WJFTPAA5,840238,4475735,0062x00000D7HJYAA3,0012x00000g9tpKAAQ,5,0.0,Living Expenses,3,400,6.571,Fortnightly,Loan Paid,0.0
249,0032x00000WJFTPAA5,848779,4555991,0062x00000D8uu1AAB,0012x00000g9tpKAAQ,5,1.0,Living Expenses,5,500,9.0,Fortnightly,Loan Paid,0.2
250,0032x00000WJFHnAAP,840100,4475312,0062x00000D7GuiAAF,0012x00000g9te7AAA,4,0.0,Living Expenses,3,300,4.714,Fortnightly,Loan Paid,0.0
251,0032x00000WJF4oAAH,849331,4561684,0062x00000D92IZAAZ,0012x00000g9tQFAAY,4,0.0,Other Expenses,3,200,5.714,Fortnightly,Loan Paid,0.0
252,0032x00000WJEwLAAX,840086,4474545,0062x00000D7GBJAA3,0012x00000g9tHrAAI,4,0.0,Holiday / Travel,6,1000,6.429,Weekly,Loan Paid,0.0
253,0032x00000WJDw2AAH,843457,4506150,0062x00000D7uT6AAJ,0012x00000g9sHzAAI,4,0.0,Other Expenses,6,500,5.857,Weekly,Loan Paid,0.0
254,0032x00000WJDw2AAH,848720,4555390,0062x00000D8u0DAAR,0012x00000g9sHzAAI,4,1.0,Other Expenses,14,750,13.857,Weekly,Loan Paid,0.25
255,0032x00000WJDamAAH,839973,4472350,0062x00000D7DH5AAN,0012x00000g9rs2AAA,6,0.0,Car Repairs,3,800,4.714,Fortnightly,Loan Paid,0.0
256,0032x00000WJDPSAA5,840012,4472135,0062x00000D7CvhAAF,0012x00000g9rhyAAA,5,0.0,Child Expenses,3,200,5.143,Fortnightly,Loan Paid,0.0
257,0032x00000WJDF8AAP,839994,4471921,0062x00000D7CYnAAN,0012x00000g9rXKAAY,6,0.0,Child Expenses,2,1200,8.714,Monthly,Loan Paid,0.0
258,0032x00000WJCwRAAX,839791,4471533,0062x00000D7BvMAAV,0012x00000g9rGTAAY,5,0.0,Living Expenses,3,200,5.714,Fortnightly,Loan Paid,0.0
259,0032x00000WJCtNAAX,839813,4471454,0062x00000D7Bo6AAF,0012x00000g9rDQAAY,4,0.0,Other,3,800,6.0,Fortnightly,Loan Paid,0.0
260,0032x00000WJCePAAX,5147314,4471116,0062x00000D7BLOAA3,0012x00000g9r1XAAQ,4,0.0,Vehicle Expenses,3,200,5.857,Fortnightly,Loan Paid,0.0
261,0032x00000WJCSOAA5,839662,4470816,0062x00000D7AurAAF,0012x00000g9qq8AAA,4,0.0,Education - Books,6,400,5.857,Weekly,Loan Paid,0.0
262,0032x00000WJC8RAAX,839631,4470265,0062x00000D7A0jAAF,0012x00000g9qYtAAI,4,0.0,Other Expenses,3,500,5.857,Fortnightly,Loan Paid,0.0
263,0032x00000WJBf6AAH,839392,4469729,0062x00000D799aAAB,0012x00000g9pwzAAA,4,0.0,Child Expenses,3,800,4.857,Fortnightly,Loan Paid,0.0
264,0032x00000WJBd0AAH,839433,4469678,0062x00000D78ubAAB,0012x00000g9pvNAAQ,4,0.0,Car Repairs,6,300,6.571,Weekly,Loan Paid,0.0
265,0032x00000WJBbYAAX,839462,4469634,0062x00000D78zzAAB,0012x00000g9ptqAAA,5,0.0,Medical Expenses,6,700,10.857,Fortnightly,Loan Paid,0.0
266,0032x00000WJBbYAAX,843723,4506797,0062x00000D7vi0AAB,0012x00000g9ptqAAA,5,1.0,Medical Expenses,7,1200,14.0,Fortnightly,Loan Paid,0.2
267,0032x00000WJBMbAAP,839429,4469265,0062x00000D78VuAAJ,0012x00000g9ph6AAA,4,0.0,Vehicle - Repairs,6,500,5.857,Weekly,Loan Paid,0.0
268,0032x00000WJBMbAAP,845028,4517080,0062x00000D89QjAAJ,0012x00000g9ph6AAA,4,1.0,Vehicle Expenses,14,1000,13.857,Weekly,Loan Paid,0.25
269,0032x00000WJBMHAA5,839373,4469255,0062x00000D78V6AAJ,0012x00000g9pgmAAA,4,0.0,Medical Expenses,3,700,4.857,Fortnightly,Loan Paid,0.0
270,0032x00000WJBLiAAP,839346,4469228,0062x00000D78SvAAJ,0012x00000g9pgDAAQ,5,0.0,Vehicle expense/repairs,3,700,6.0,Fortnightly,Loan Paid,0.0
271,0032x00000WJBEmAAP,839283,4469034,0062x00000D78EKAAZ,0012x00000g9paPAAQ,6,0.0,Living Expenses,6,200,5.714,Weekly,Loan Paid,0.0
272,0032x00000WJB1xAAH,847013,4540502,0062x00000D8aSCAAZ,0012x00000g9pOTAAY,6,0.0,Vehicle Expenses,16,1200,16.286,Weekly,Loan Paid,0.0
273,0032x00000WJA6hAAH,839439,4466738,0062x00000D75ucAAB,0012x00000g9oR4AAI,4,0.0,Living Expenses,6,500,6.0,Weekly,Loan Paid,0.0
274,0032x00000WJ9dwAAD,839111,4466292,0062x00000D75AKAAZ,0012x00000g9nxEAAQ,5,0.0,Holiday / Travel,3,1000,5.143,Fortnightly,Loan Paid,0.0
275,0032x00000WJ9ZpAAL,839101,4466175,0062x00000D751mAAB,0012x00000g9ntRAAQ,4,0.0,Holiday / Travel,9,1200,8.857,Weekly,Loan Paid,0.0
276,0032x00000WJ9PBAA1,839557,4466015,0062x00000D74moAAB,0012x00000g9nkjAAA,4,0.0,Living Expenses,3,800,5.143,Fortnightly,Loan Paid,0.0
277,0032x00000WJ9HsAAL,839050,4465840,0062x00000D74VdAAJ,0012x00000g9ne7AAA,4,0.0,Other,3,500,5.0,Fortnightly,Loan Paid,0.0
278,0032x00000WJ9A8AAL,839114,4465671,0062x00000D748jAAB,0012x00000g9nWKAAY,4,0.0,Living Expenses,6,1200,5.714,Weekly,Loan Paid,0.0
279,0032x00000WJ8zJAAT,838994,4465496,0062x00000D73lQAAR,0012x00000g9nFsAAI,7,0.0,Vehicle Expenses,3,500,6.0,Fortnightly,Loan Paid,0.0
280,0032x00000WJ8lCAAT,838905,4465246,0062x00000D73DyAAJ,0012x00000g9n3iAAA,4,0.0,Bills,5,1200,10.0,Fortnightly,Loan Paid,0.0
281,0032x00000WJ8knAAD,838951,4465233,0062x00000D7343AAB,0012x00000g9n34AAA,5,0.0,Purchase,3,500,5.0,Fortnightly,Loan Paid,0.0
282,0032x00000WJ8fTAAT,838923,4465098,0062x00000D7334AAB,0012x00000g9myKAAQ,6,0.0,Medical - Procedure,3,800,4.857,Fortnightly,Loan Paid,0.0
283,0032x00000WJ8YDAA1,838879,4464925,0062x00000D72jyAAB,0012x00000g9ms9AAA,4,0.0,Need money for rent.,6,1200,6.0,Weekly,Loan Paid,0.0
284,0032x00000WJ8SoAAL,838841,4464818,0062x00000D72LSAAZ,0012x00000g9moCAAQ,5,0.0,Travel & Entertainment,6,500,6.143,Weekly,Loan Paid,0.0
285,0032x00000WJ8PiAAL,839523,4464713,0062x00000D72WeAAJ,0012x00000g9mkoAAA,4,0.0,Vehicle Expenses,6,800,5.714,Weekly,Loan Paid,0.0
286,0032x00000WJ8NDAA1,838894,4464605,0062x00000D72MoAAJ,0012x00000g9mimAAA,4,0.0,Education - School Fees,6,500,5.857,Weekly,Loan Paid,0.0
287,0032x00000WJ8G2AAL,838753,4464433,0062x00000D726MAAR,0012x00000g9mUoAAI,5,0.0,Living Expenses,3,200,4.857,Fortnightly,Loan Paid,0.0
288,0032x00000WJ7xAAAT,838786,4464058,0062x00000D71YFAAZ,0012x00000g9mKLAAY,5,0.0,Living Expenses,3,300,6.0,Fortnightly,Loan Paid,0.0
289,0032x00000WJ7p6AAD,838661,4463876,0062x00000D71FrAAJ,0012x00000g9mCUAAY,4,0.0,Medical bills,6,500,6.0,Weekly,Loan Paid,0.0
290,0032x00000WJ7mgAAD,838634,4463827,0062x00000D71AwAAJ,0012x00000g9m9tAAA,4,0.0,Other,3,700,5.143,Fortnightly,Loan Paid,0.0
291,0032x00000WJ7ajAAD,838639,4463618,0062x00000D70oHAAR,0012x00000g9lzWAAQ,5,0.0,Once off purchase,3,500,5.0,Fortnightly,Loan Paid,0.0
292,0032x00000WJ7YdAAL,838635,4463575,0062x00000D70kAAAR,0012x00000g9lxuAAA,4,0.0,Vehicle Expenses,3,500,5.857,Fortnightly,Loan Paid,0.0
293,0032x00000WJ7VjAAL,838767,4463493,0062x00000D70czAAB,0012x00000g9lv0AAA,4,0.0,"Groceries, and basic living costs.",3,450,5.0,Fortnightly,Loan Paid,0.0
294,0032x00000WJ7V5AAL,838628,4463478,0062x00000D70bSAAR,0012x00000g9luRAAQ,4,0.0,Living Expenses,3,200,4.857,Fortnightly,Loan Paid,0.0
295,0032x00000WJ7NkAAL,839488,4463326,0062x00000D70K3AAJ,0012x00000g9lnOAAQ,4,0.0,Furniture or Appliances,6,1000,6.143,Weekly,Loan Paid,0.0
296,0032x00000WJ7GZAA1,838880,4463177,0062x00000D7081AAB,0012x00000g9lhsAAA,5,0.0,Unexpected expenses,6,500,5.857,Weekly,Loan Paid,0.0
297,0032x00000WJ6lIAAT,838655,4462459,0062x00000D6z30AAB,0012x00000g9lJPAAY,4,0.0,Other,6,500,5.857,Weekly,Loan Paid,0.0
298,0032x00000WJ6kJAAT,838372,4462399,0062x00000D6yyUAAR,0012x00000g9lHJAAY,5,0.0,Living Expenses,3,500,5.0,Fortnightly,Loan Paid,0.0
299,0032x00000WJ6SRAA1,838274,4461953,0062x00000D6ySnAAJ,0012x00000g9l37AAA,5,0.0,Event - Holiday - Accommodation,6,800,6.0,Weekly,Loan Paid,0.0
300,0032x00000WJ6OyAAL,839259,4461861,0062x00000D6yMpAAJ,0012x00000g9l03AAA,4,0.0,Child Expenses,8,1200,15.857,Fortnightly,Loan Paid,0.0
301,0032x00000WJ6JeAAL,838276,4461724,0062x00000D6yDTAAZ,0012x00000g9kvhAAA,5,0.0,Vehicle Expenses,3,1000,6.143,Fortnightly,Loan Paid,0.0
302,0032x00000WJ5f0AAD,838631,4460325,0062x00000D6wp6AAB,0012x00000g9kHwAAI,5,0.0,Other,3,1000,6.0,Fortnightly,Loan Paid,0.0
303,0032x00000WJ5VyAAL,838273,4459971,0062x00000D6wTeAAJ,0012x00000g9k94AAA,5,0.0,Other,6,500,6.0,Weekly,Loan Paid,0.0
